detector,attack,category,image,logit,prob,ap,mim
WaveRep,pgd,diffcat,000000002178.png,7.828125,0.99951171875,0.9314225503303069,0.9242345094680786
WaveRep,pgd,samecat,000000002179.png,-11.890625,6.854534149169922e-06,0.3080863631528213,0.2285087704658508
WaveRep,pgd,diffcat,000000002179.png,-12.015625,6.020069122314453e-06,0.6439326746425734,0.5347986221313477
WaveRep,pgd,samecat,000000002211.png,-12.1640625,5.185604095458984e-06,0.3974156706041184,0.4388380944728851
WaveRep,pgd,diffcat,000000002211.png,-12.15625,5.245208740234375e-06,0.7702931995919557,0.7889419198036194
WaveRep,pgd,samecat,000000002225.png,-12.0078125,6.079673767089844e-06,0.9322681252309136,0.95216166973114
WaveRep,pgd,diffcat,000000002225.png,8.0390625,0.99951171875,0.95877729455462,0.9769410490989684
WaveRep,pgd,samecat,000000002232.png,-12.203125,5.0067901611328125e-06,0.6725120261806546,0.8918558359146118
WaveRep,pgd,diffcat,000000002232.png,-11.90625,6.735324859619141e-06,0.6493915336625605,0.6196365356445312
WaveRep,pgd,samecat,000000002235.png,-12.03125,5.960464477539063e-06,0.517300720173022,0.533239483833313
WaveRep,pgd,diffcat,000000002235.png,7.71484375,0.99951171875,0.953073358251983,0.9951547384262084
WaveRep,pgd,samecat,000000002239.png,-11.90625,6.735324859619141e-06,0.6008815247159704,0.6090162992477417
WaveRep,pgd,diffcat,000000002239.png,-11.15625,1.430511474609375e-05,0.8640339652202789,0.916817307472229
WaveRep,pgd,samecat,000000002244.png,-11.7734375,7.68899917602539e-06,0.4865058919234971,0.3707728981971741
WaveRep,pgd,diffcat,000000002244.png,-12.515625,3.6954879760742175e-06,0.8142846249730135,0.8628461360931396
WaveRep,pgd,samecat,000000002255.png,-12.1484375,5.304813385009766e-06,0.8831444688560408,0.89450603723526
WaveRep,pgd,diffcat,000000002255.png,-11.953125,6.437301635742188e-06,0.9591890040966032,0.9788942337036132
WaveRep,pgd,samecat,000000002258.png,-11.703125,8.285045623779297e-06,0.6587741128822704,0.6887564063072205
WaveRep,pgd,diffcat,000000002258.png,-10.8984375,1.847743988037109e-05,0.8261700564031851,0.7960681319236755
WaveRep,pgd,samecat,000000002279.png,-11.7890625,7.569789886474609e-06,0.4859666799788366,0.3776839077472687
WaveRep,pgd,diffcat,000000002279.png,-11.9296875,6.616115570068359e-06,0.6327353041161734,0.7124812006950378
WaveRep,pgd,samecat,000000002295.png,8.0390625,0.99951171875,0.3339999179878476,0.2848230600357055
WaveRep,pgd,diffcat,000000002295.png,8.109375,0.99951171875,0.9822979386352648,0.9861838221549988
WaveRep,pgd,samecat,000000002302.png,-11.6171875,9.000301361083984e-06,0.4536901839298546,0.2743717133998871
WaveRep,pgd,diffcat,000000002302.png,-12.3046875,4.529953002929688e-06,0.6564889791944585,0.593329668045044
WaveRep,pgd,samecat,000000002337.png,-11.8203125,7.331371307373047e-06,0.5849131528415599,0.5388583540916443
WaveRep,pgd,diffcat,000000002337.png,-11.7890625,7.569789886474609e-06,0.7909916970739084,0.8089404702186584
WaveRep,pgd,samecat,000000002347.png,-11.875,6.973743438720703e-06,0.3744035777767616,0.3145622313022613
WaveRep,pgd,diffcat,000000002347.png,-11.8046875,7.450580596923828e-06,0.2346134010942889,0.2686870098114013
WaveRep,pgd,samecat,000000002349.png,-12.21875,4.947185516357422e-06,0.628053591843506,0.6378539800643921
WaveRep,pgd,diffcat,000000002349.png,7.6484375,0.99951171875,0.7785848708303287,0.8097121119499207
WaveRep,pgd,samecat,000000002372.png,-12.2890625,4.589557647705078e-06,0.6853338098114381,0.7552098631858826
WaveRep,pgd,diffcat,000000002372.png,-10.9296875,1.7940998077392578e-05,0.8395802683414615,0.9334569573402404
WaveRep,pgd,samecat,000000002374.png,-11.84375,7.212162017822266e-06,0.5894132678647552,0.4251553416252136
WaveRep,pgd,diffcat,000000002374.png,-12.2890625,4.589557647705078e-06,0.539828956950459,0.3553445637226105
WaveRep,pgd,samecat,000000002388.png,-12.1640625,5.185604095458984e-06,0.4504913566486207,0.4299696087837219
WaveRep,pgd,diffcat,000000002388.png,-9.328125,8.887052536010742e-05,0.6747388023432116,0.7497066259384155
WaveRep,pgd,samecat,000000002400.png,-12.1015625,5.543231964111328e-06,0.7309714884825429,0.5227068066596985
WaveRep,pgd,diffcat,000000002400.png,-12.140625,5.364418029785156e-06,0.3651491708369089,0.3497149050235748
WaveRep,pgd,samecat,000000002411.png,-12.2265625,4.887580871582031e-06,0.5050331653087521,0.2998471558094024
WaveRep,pgd,diffcat,000000002411.png,8.53125,1.0,0.98463856097768,0.991240382194519
WaveRep,pgd,samecat,000000002434.png,-11.9375,6.556510925292969e-06,0.2946652744301464,0.1997922360897064
WaveRep,pgd,diffcat,000000002434.png,-11.984375,6.258487701416016e-06,0.2935477332037105,0.1705897152423858
WaveRep,pgd,samecat,000000002453.png,-11.75,7.867813110351562e-06,0.4910319637746597,0.2683799862861633
WaveRep,pgd,diffcat,000000002453.png,-11.265625,1.2814998626708984e-05,0.5706104927789196,0.4732547104358673
WaveRep,pgd,samecat,000000002459.png,-11.5078125,1.0073184967041016e-05,0.676608968403718,0.5763623714447021
WaveRep,pgd,diffcat,000000002459.png,8.5390625,1.0,0.7241417080887957,0.697391152381897
WaveRep,pgd,samecat,000000002466.png,-12.125,5.424022674560547e-06,0.6546735021842911,0.8803372383117676
WaveRep,pgd,diffcat,000000002466.png,-11.8046875,7.450580596923828e-06,0.6354711629278755,0.6073505878448486
WaveRep,pgd,samecat,000000002471.png,-12.375,4.231929779052734e-06,0.6630415096988324,0.7209739089012146
WaveRep,pgd,diffcat,000000002471.png,-12.0078125,6.079673767089844e-06,0.8408990785562817,0.8239815831184387
WaveRep,pgd,samecat,000000002477.png,-11.890625,6.854534149169922e-06,0.893235177487029,0.951784372329712
WaveRep,pgd,diffcat,000000002477.png,-11.7734375,7.68899917602539e-06,0.8915862626656731,0.9547621607780457
WaveRep,pgd,samecat,000000002495.png,-12.28125,4.649162292480469e-06,0.6104503380649929,0.6112833619117737
WaveRep,pgd,diffcat,000000002495.png,-12.15625,5.245208740234375e-06,0.2320917054365006,0.0163151323795318
WaveRep,pgd,samecat,000000002525.png,-12.03125,5.960464477539063e-06,0.3720565412280969,0.3324030637741089
WaveRep,pgd,diffcat,000000002525.png,-11.921875,6.616115570068359e-06,0.6442812895349611,0.5070739984512329
WaveRep,pgd,samecat,000000002543.png,-11.8515625,7.152557373046875e-06,0.9149821078846944,0.9784523248672484
WaveRep,pgd,diffcat,000000002543.png,-11.8359375,7.212162017822266e-06,0.9476346748536832,0.9852223992347716
WaveRep,pgd,samecat,000000002545.png,-12.3046875,4.529953002929688e-06,0.2258339895083661,0.2299102842807769
WaveRep,pgd,diffcat,000000002545.png,-11.1875,1.3828277587890623e-05,0.2863174250412386,0.3016837835311889
WaveRep,pgd,samecat,000000002559.png,-10.9921875,1.6808509826660156e-05,0.3160729745129239,0.2953909635543823
WaveRep,pgd,diffcat,000000002559.png,-11.484375,1.0311603546142578e-05,0.4839027515186743,0.4476896822452545
WaveRep,pgd,samecat,000000002567.png,-11.5,1.0132789611816406e-05,0.6893463666450363,0.6928375363349915
WaveRep,pgd,diffcat,000000002567.png,-12.078125,5.662441253662109e-06,0.620777401503599,0.6802893877029419
WaveRep,pgd,samecat,000000002570.png,-11.6953125,8.344650268554688e-06,0.6336532443464085,0.5711660981178284
WaveRep,pgd,diffcat,000000002570.png,-12.3984375,4.112720489501953e-06,0.6610478664137436,0.5827216506004333
WaveRep,pgd,samecat,000000002583.png,-11.9375,6.556510925292969e-06,0.5685693743181907,0.5698739290237427
WaveRep,pgd,diffcat,000000002583.png,-11.53125,9.834766387939451e-06,0.9229280971729236,0.9472821354866028
WaveRep,pgd,samecat,000000002585.png,-12.21875,4.947185516357422e-06,0.3394314224883535,0.3056072890758514
WaveRep,pgd,diffcat,000000002585.png,-11.859375,7.092952728271484e-06,0.7481666721732061,0.7581161260604858
WaveRep,pgd,samecat,000000002602.png,-11.203125,1.3649463653564451e-05,0.243147614512284,0.1752429902553558
WaveRep,pgd,diffcat,000000002602.png,7.15625,0.9990234375,0.7503360551977829,0.7368137240409851
WaveRep,pgd,samecat,000000002606.png,-11.2734375,1.2695789337158205e-05,0.4043795679644981,0.3747031986713409
WaveRep,pgd,diffcat,000000002606.png,-12.015625,6.020069122314453e-06,0.6904340477388917,0.7894203662872314
WaveRep,pgd,samecat,000000002618.png,-11.0859375,1.531839370727539e-05,0.749791624577388,0.7217941880226135
WaveRep,pgd,diffcat,000000002618.png,-11.7109375,8.225440979003906e-06,0.707384639515494,0.7420028448104858
WaveRep,pgd,samecat,000000002619.png,-11.6171875,9.000301361083984e-06,0.5124151976621877,0.5523844361305237
WaveRep,pgd,diffcat,000000002619.png,-11.859375,7.092952728271484e-06,0.2818692345401054,0.1442036032676696
WaveRep,pgd,samecat,000000002624.png,7.9453125,0.99951171875,0.7029133555549504,0.7423802614212036
WaveRep,pgd,diffcat,000000002624.png,9.65625,1.0,0.8716927376673436,0.9599985480308532
WaveRep,pgd,samecat,000000002645.png,-12.375,4.231929779052734e-06,0.1728157815367092,0.126771479845047
WaveRep,pgd,diffcat,000000002645.png,-11.03125,1.621246337890625e-05,0.8037627832724411,0.8144484758377075
WaveRep,pgd,samecat,000000002658.png,-11.875,6.973743438720703e-06,0.3230568237468689,0.318581074476242
WaveRep,pgd,diffcat,000000002658.png,-12.125,5.424022674560547e-06,0.5361640375769454,0.6198058128356934
WaveRep,pgd,samecat,000000002664.png,-11.8828125,6.9141387939453125e-06,0.3843298103995063,0.4143010377883911
WaveRep,pgd,diffcat,000000002664.png,-11.9609375,6.377696990966797e-06,0.761188338042826,0.840897262096405
WaveRep,pgd,samecat,000000002693.png,-11.890625,6.854534149169922e-06,0.1003085105468284,0.0378526337444782
WaveRep,pgd,diffcat,000000002693.png,-11.8671875,7.033348083496094e-06,0.3575018693790511,0.2404448240995407
WaveRep,pgd,samecat,000000002703.png,-11.875,6.973743438720703e-06,0.4025845842214353,0.3936760127544403
WaveRep,pgd,diffcat,000000002703.png,6.85546875,0.9990234375,0.8860779727283961,0.9589547514915466
WaveRep,pgd,samecat,000000002742.png,-12.3984375,4.112720489501953e-06,0.1319218320398437,0.0279179327189922
WaveRep,pgd,diffcat,000000002742.png,-12.0546875,5.841255187988281e-06,0.5759321623142137,0.3946617245674133
WaveRep,pgd,samecat,000000002759.png,-12.0390625,5.900859832763672e-06,0.6689414585583626,0.666804850101471
WaveRep,pgd,diffcat,000000002759.png,-12.1484375,5.304813385009766e-06,0.3900103575467457,0.1488309800624847
WaveRep,pgd,samecat,000000002823.png,-12.21875,4.947185516357422e-06,0.7852704454981436,0.8894048929214478
WaveRep,pgd,diffcat,000000002823.png,-11.515625,9.953975677490234e-06,0.946547993664068,0.9561129212379456
WaveRep,pgd,samecat,000000002833.png,-12.046875,5.841255187988281e-06,0.2219335487538571,0.2263898104429245
WaveRep,pgd,diffcat,000000002833.png,-11.8984375,6.794929504394531e-06,0.6079417756357847,0.6178560256958008
WaveRep,pgd,samecat,000000002839.png,-12.2265625,4.887580871582031e-06,0.4913069198343096,0.3278199434280395
WaveRep,pgd,diffcat,000000002839.png,7.765625,0.99951171875,0.8842630305569148,0.9286401867866516
WaveRep,pgd,samecat,000000002843.png,-12.1015625,5.543231964111328e-06,0.5776609825768811,0.5280615091323853
WaveRep,pgd,diffcat,000000002843.png,8.375,1.0,0.8422093398891639,0.8459274172782898
WaveRep,pgd,samecat,000000002849.png,-12.34375,4.351139068603516e-06,0.5839064770504241,0.63564532995224
WaveRep,pgd,diffcat,000000002849.png,-11.921875,6.616115570068359e-06,0.7978466730460659,0.913409948348999
WaveRep,pgd,samecat,000000002886.png,-10.8125,2.014636993408203e-05,0.9806949263593572,0.9806889295578004
WaveRep,pgd,diffcat,000000002886.png,9.34375,1.0,0.9934488723522356,0.9965444803237916
WaveRep,pgd,samecat,000000002894.png,-12.328125,4.410743713378906e-06,0.6029291467995033,0.4540270268917084
WaveRep,pgd,diffcat,000000002894.png,-11.546875,9.65595245361328e-06,0.4103771331281179,0.2755249142646789
WaveRep,pgd,samecat,000000002896.png,-12.5390625,3.576278686523437e-06,0.6023785843413705,0.5971540212631226
WaveRep,pgd,diffcat,000000002896.png,7.5,0.99951171875,0.8428113173377945,0.8296160101890564
WaveRep,pgd,samecat,000000002902.png,-11.109375,1.4960765838623049e-05,0.2446396198063495,0.2095956802368164
WaveRep,pgd,diffcat,000000002902.png,-11.046875,1.5914440155029297e-05,0.5609081988721425,0.4692623317241668
WaveRep,pgd,samecat,000000002931.png,-11.984375,6.258487701416016e-06,0.6658492433517531,0.4880342483520508
WaveRep,pgd,diffcat,000000002931.png,-11.4140625,1.1026859283447266e-05,0.505946438878045,0.3560704588890075
WaveRep,pgd,samecat,000000002964.png,-12.21875,4.947185516357422e-06,0.2212159172649714,0.1845407038927078
WaveRep,pgd,diffcat,000000002964.png,-12.0625,5.781650543212891e-06,0.3412022761187456,0.4680003821849823
WaveRep,pgd,samecat,000000002972.png,-11.3515625,1.1742115020751951e-05,0.7117255403984551,0.6836671233177185
WaveRep,pgd,diffcat,000000002972.png,-11.921875,6.616115570068359e-06,0.4035364331815441,0.3852975070476532
WaveRep,pgd,samecat,000000002982.png,-11.9921875,6.198883056640625e-06,0.2425588070406628,0.2110320776700973
WaveRep,pgd,diffcat,000000002982.png,-11.7109375,8.225440979003906e-06,0.6490824499902843,0.6926676630973816
WaveRep,pgd,samecat,000000002983.png,-12.328125,4.410743713378906e-06,0.3415134039726058,0.237970769405365
WaveRep,pgd,diffcat,000000002983.png,-12.0859375,5.662441253662109e-06,0.3866618845428323,0.1718276441097259
WaveRep,pgd,samecat,000000002988.png,-11.984375,6.258487701416016e-06,0.5035059212608904,0.466763287782669
WaveRep,pgd,diffcat,000000002988.png,10.0078125,1.0,0.7902732388221981,0.8222435116767883
WaveRep,pgd,samecat,000000003001.png,-11.203125,1.3649463653564451e-05,0.8419647982732021,0.8295781016349792
WaveRep,pgd,diffcat,000000003001.png,-11.9296875,6.616115570068359e-06,0.970222808110782,0.9909802675247192
WaveRep,pgd,samecat,000000003003.png,-11.90625,6.735324859619141e-06,0.2116734843896422,0.1481487154960632
WaveRep,pgd,diffcat,000000003003.png,-12.0625,5.781650543212891e-06,0.4166084523581627,0.3648597300052643
WaveRep,pgd,samecat,000000003008.png,-11.7421875,7.927417755126953e-06,0.4871342008200106,0.4532343745231628
WaveRep,pgd,diffcat,000000003008.png,-11.6796875,8.463859558105469e-06,0.7890101886850026,0.7822149991989136
WaveRep,pgd,samecat,000000003014.png,-11.8046875,7.450580596923828e-06,0.6878959706292358,0.6335629820823669
WaveRep,pgd,diffcat,000000003014.png,-11.9375,6.556510925292969e-06,0.6537740456245481,0.637010395526886
WaveRep,pgd,samecat,000000003048.png,-11.1796875,1.3947486877441406e-05,0.4975139635521097,0.3691643178462982
WaveRep,pgd,diffcat,000000003048.png,-11.34375,1.1861324310302734e-05,0.7056443360387814,0.8132795095443726
WaveRep,pgd,samecat,000000003067.png,6.51953125,0.99853515625,0.5526387849808516,0.5405793786048889
WaveRep,pgd,diffcat,000000003067.png,-12.0859375,5.662441253662109e-06,0.6488064332722512,0.6379273533821106
WaveRep,pgd,samecat,000000003077.png,-12.3203125,4.470348358154297e-06,0.2452942406982127,0.1890092641115188
WaveRep,pgd,diffcat,000000003077.png,-12.03125,5.960464477539063e-06,0.4787699057961373,0.4240972697734833
WaveRep,pgd,samecat,000000003091.png,-11.875,6.973743438720703e-06,0.9024829653419704,0.9109670519828796
WaveRep,pgd,diffcat,000000003091.png,10.5390625,1.0,0.9875958001446624,0.9889745712280272
WaveRep,pgd,samecat,000000003093.png,-10.578125,2.54511833190918e-05,0.973797863113576,0.9732757210731506
WaveRep,pgd,diffcat,000000003093.png,-11.4453125,1.0728836059570312e-05,0.9767019379027404,0.9824337959289552
WaveRep,pgd,samecat,000000003109.png,-10.8046875,2.0325183868408203e-05,0.1600581839136379,0.1300651580095291
WaveRep,pgd,diffcat,000000003109.png,-11.9921875,6.198883056640625e-06,0.5723864190111376,0.6048640608787537
WaveRep,pgd,samecat,000000003125.png,-11.7578125,7.808208465576172e-06,0.5818754549967067,0.6133322715759277
WaveRep,pgd,diffcat,000000003125.png,-11.953125,6.437301635742188e-06,0.6229760301818947,0.7495502829551697
WaveRep,pgd,samecat,000000003157.png,-11.4765625,1.0371208190917969e-05,0.4807494253795167,0.4567152261734009
WaveRep,pgd,diffcat,000000003157.png,-12.265625,4.708766937255859e-06,0.7961249876916742,0.8164798617362976
WaveRep,pgd,samecat,000000003178.png,-12.4296875,3.993511199951172e-06,0.4317291266937451,0.3826768696308136
WaveRep,pgd,diffcat,000000003178.png,-12.078125,5.662441253662109e-06,0.6347503836598996,0.5417599081993103
WaveRep,pgd,samecat,000000003192.png,-12.0703125,5.7220458984375e-06,0.9030187871309924,0.8705806732177734
WaveRep,pgd,diffcat,000000003192.png,6.30078125,0.998046875,0.8897995013740834,0.911379337310791
WaveRep,pgd,samecat,000000003220.png,-11.9453125,6.496906280517578e-06,0.3579194331212715,0.314185231924057
WaveRep,pgd,diffcat,000000003220.png,9.1484375,1.0,0.9954795378579316,0.9962454438209534
WaveRep,pgd,samecat,000000003259.png,-11.8359375,7.212162017822266e-06,0.2972718207625345,0.2317333966493606
WaveRep,pgd,diffcat,000000003259.png,-12.2421875,4.827976226806641e-06,0.5238201683122237,0.5675757527351379
WaveRep,pgd,samecat,000000003272.png,-12.2109375,4.947185516357422e-06,0.5411232903599014,0.5460780262947083
WaveRep,pgd,diffcat,000000003272.png,-11.859375,7.092952728271484e-06,0.2428826434708782,0.1433501541614532
WaveRep,pgd,samecat,000000003286.png,7.83984375,0.99951171875,0.5592786277786392,0.4600232243537903
WaveRep,pgd,diffcat,000000003286.png,9.3203125,1.0,0.6466671022724503,0.7244419455528259
WaveRep,pgd,samecat,000000003310.png,7.20703125,0.9990234375,0.9537889084323752,0.9782424569129944
WaveRep,pgd,diffcat,000000003310.png,8.7109375,1.0,0.9919938315154884,0.9953678846359252
WaveRep,pgd,samecat,000000003321.png,8.1484375,0.99951171875,0.6674164426416791,0.6940832138061523
WaveRep,pgd,diffcat,000000003321.png,-12.03125,5.960464477539063e-06,0.7903464673802322,0.7747671008110046
WaveRep,pgd,samecat,000000003337.png,-11.546875,9.65595245361328e-06,0.4830940855149146,0.4557480216026306
WaveRep,pgd,diffcat,000000003337.png,7.8046875,0.99951171875,0.8106664437391291,0.9385949969291688
WaveRep,pgd,samecat,000000003342.png,-12.109375,5.4836273193359375e-06,0.7591293188558403,0.9679234623908995
WaveRep,pgd,diffcat,000000003342.png,8.5390625,1.0,0.9010425800729748,0.94857656955719
WaveRep,pgd,samecat,000000003348.png,-12.0,6.139278411865234e-06,0.548040909313764,0.5754856467247009
WaveRep,pgd,diffcat,000000003348.png,-12.4921875,3.75509262084961e-06,0.5118509707422507,0.5292341113090515
WaveRep,pgd,samecat,000000003361.png,-11.734375,7.987022399902344e-06,0.1598608622751514,0.057359255850315
WaveRep,pgd,diffcat,000000003361.png,-11.4375,1.0788440704345705e-05,0.6055786606596696,0.8157199621200562
WaveRep,pgd,samecat,000000003382.png,-12.328125,4.410743713378906e-06,0.1621102382901499,0.0973536297678947
WaveRep,pgd,diffcat,000000003382.png,-11.9609375,6.377696990966797e-06,0.4240092627641347,0.5528649687767029
WaveRep,pgd,samecat,000000003412.png,-11.8046875,7.450580596923828e-06,0.4999495998926362,0.4780584275722503
WaveRep,pgd,diffcat,000000003412.png,-11.96875,6.318092346191406e-06,0.7800808122799422,0.8419715762138367
WaveRep,pgd,samecat,000000003442.png,-10.5703125,2.568960189819336e-05,0.7614494491009703,0.6787586808204651
WaveRep,pgd,diffcat,000000003442.png,-12.0703125,5.7220458984375e-06,0.7715002040081038,0.8334341645240784
WaveRep,pgd,samecat,000000003464.png,-11.6953125,8.344650268554688e-06,0.7199565101288898,0.5171997547149658
WaveRep,pgd,diffcat,000000003464.png,-11.7421875,7.927417755126953e-06,0.4757095226070014,0.3171421885490417
WaveRep,pgd,samecat,000000003466.png,-11.953125,6.437301635742188e-06,0.5774331149867731,0.518853485584259
WaveRep,pgd,diffcat,000000003466.png,9.1796875,1.0,0.9870255675127756,0.9924649000167848
WaveRep,pgd,samecat,000000003478.png,-12.1171875,5.4836273193359375e-06,0.4812899817119931,0.3540331423282623
WaveRep,pgd,diffcat,000000003478.png,-11.953125,6.437301635742188e-06,0.6033640700850516,0.421932965517044
WaveRep,pgd,samecat,000000003483.png,-11.90625,6.735324859619141e-06,0.2077869817294853,0.2118463218212127
WaveRep,pgd,diffcat,000000003483.png,-11.171875,1.4066696166992188e-05,0.9720067698973406,0.9696225523948668
WaveRep,pgd,samecat,000000003514.png,-11.921875,6.616115570068359e-06,0.4099403094035387,0.362317681312561
WaveRep,pgd,diffcat,000000003514.png,-11.5703125,9.41753387451172e-06,0.7398735427360623,0.7137522101402283
WaveRep,pgd,samecat,000000003518.png,-11.28125,1.2636184692382812e-05,0.3539507738361122,0.210251584649086
WaveRep,pgd,diffcat,000000003518.png,6.00390625,0.99755859375,0.7445852951005872,0.907314121723175
WaveRep,pgd,samecat,000000003521.png,-12.34375,4.351139068603516e-06,0.640351545958223,0.6916119456291199
WaveRep,pgd,diffcat,000000003521.png,-11.421875,1.0967254638671877e-05,0.8137985595745918,0.8309191465377808
WaveRep,pgd,samecat,000000003535.png,-11.984375,6.258487701416016e-06,0.6268861461955831,0.5291573405265808
WaveRep,pgd,diffcat,000000003535.png,-11.890625,6.854534149169922e-06,0.6010545870029795,0.3139545321464538
WaveRep,pgd,samecat,000000003579.png,-12.0625,5.781650543212891e-06,0.1314147762125832,0.0516905635595321
WaveRep,pgd,diffcat,000000003579.png,-12.4140625,4.0531158447265625e-06,0.230529892672242,0.0651603192090988
WaveRep,pgd,samecat,000000003580.png,-11.3125,1.2218952178955078e-05,0.7376773083929732,0.7226812839508057
WaveRep,pgd,diffcat,000000003580.png,6.359375,0.998046875,0.9576707722637514,0.987153172492981
WaveRep,pgd,samecat,000000003668.png,6.140625,0.998046875,0.5428267195618716,0.6599805355072021
WaveRep,pgd,diffcat,000000003668.png,-11.84375,7.212162017822266e-06,0.558148683784029,0.5426355600357056
WaveRep,pgd,samecat,000000003671.png,-11.28125,1.2636184692382812e-05,0.6202130054226178,0.5629709959030151
WaveRep,pgd,diffcat,000000003671.png,-11.390625,1.132488250732422e-05,0.4683648101719097,0.3843807578086853
WaveRep,pgd,samecat,000000003685.png,-12.4453125,3.933906555175781e-06,0.3774243722686272,0.2235924750566482
WaveRep,pgd,diffcat,000000003685.png,-12.1171875,5.4836273193359375e-06,0.5731887561311416,0.5732324123382568
WaveRep,pgd,samecat,000000003693.png,-12.34375,4.351139068603516e-06,0.2276601732478054,0.0998489186167717
WaveRep,pgd,diffcat,000000003693.png,-12.2265625,4.887580871582031e-06,0.3327955740456921,0.2458329647779464
WaveRep,pgd,samecat,000000003711.png,-11.765625,7.748603820800781e-06,0.8676217024834684,0.8570087552070618
WaveRep,pgd,diffcat,000000003711.png,-12.1171875,5.4836273193359375e-06,0.9758625701517818,0.9824398756027222
WaveRep,pgd,samecat,000000003716.png,-12.078125,5.662441253662109e-06,0.6912281365758506,0.6295653581619263
WaveRep,pgd,diffcat,000000003716.png,-11.8515625,7.152557373046875e-06,0.4115425143361779,0.4220041930675506
WaveRep,pgd,samecat,000000003742.png,-11.703125,8.285045623779297e-06,0.2138213683378488,0.1098851561546325
WaveRep,pgd,diffcat,000000003742.png,-11.703125,8.285045623779297e-06,0.2040959907501051,0.1626185774803161
WaveRep,pgd,samecat,000000003779.png,-12.1875,5.066394805908203e-06,0.2002933580129943,0.1290761828422546
WaveRep,pgd,diffcat,000000003779.png,-12.0546875,5.841255187988281e-06,0.5082768084947117,0.4245303869247436
WaveRep,pgd,samecat,000000003786.png,7.3125,0.99951171875,0.5708302690319738,0.5678806304931641
WaveRep,pgd,diffcat,000000003786.png,-11.828125,7.271766662597656e-06,0.8105766670313596,0.9442737102508544
WaveRep,pgd,samecat,000000003793.png,-11.5,1.0132789611816406e-05,0.8179024752727977,0.926766872406006
WaveRep,pgd,diffcat,000000003793.png,-11.8203125,7.331371307373047e-06,0.8631487855580758,0.8946316838264465
WaveRep,pgd,samecat,000000003804.png,-12.0078125,6.079673767089844e-06,0.2842124717181437,0.3295508921146393
WaveRep,pgd,diffcat,000000003804.png,-12.1796875,5.125999450683594e-06,0.4409073316180528,0.4554743766784668
WaveRep,pgd,samecat,000000003827.png,-12.2890625,4.589557647705078e-06,0.581397977896853,0.7313104271888733
WaveRep,pgd,diffcat,000000003827.png,-11.328125,1.2040138244628906e-05,0.5143407579792241,0.5026693940162659
WaveRep,pgd,samecat,000000003832.png,-11.765625,7.748603820800781e-06,0.2727371746792066,0.218823492527008
WaveRep,pgd,diffcat,000000003832.png,-12.3125,4.470348358154297e-06,0.3849026053104321,0.1750784218311309
WaveRep,pgd,samecat,000000003866.png,-12.3828125,4.172325134277344e-06,0.4149003900782286,0.3136337995529175
WaveRep,pgd,diffcat,000000003866.png,-11.4375,1.0788440704345705e-05,0.8325576560817022,0.8040390014648438
WaveRep,pgd,samecat,000000003867.png,-12.4140625,4.0531158447265625e-06,0.2825770848075357,0.3109015822410583
WaveRep,pgd,diffcat,000000003867.png,-11.765625,7.748603820800781e-06,0.7548972595350496,0.7727831602096558
WaveRep,pgd,samecat,000000003911.png,-11.0859375,1.531839370727539e-05,0.6733652934155061,0.5814464688301086
WaveRep,pgd,diffcat,000000003911.png,7.08984375,0.9990234375,0.6780454150636493,0.6555408835411072
WaveRep,pgd,samecat,000000003917.png,-12.1484375,5.304813385009766e-06,0.4765809839708817,0.364737331867218
WaveRep,pgd,diffcat,000000003917.png,-11.8125,7.390975952148437e-06,0.2449379906023989,0.1320121884346008
WaveRep,pgd,samecat,000000003926.png,-11.234375,1.323223114013672e-05,0.2603056044136672,0.2585077285766601
WaveRep,pgd,diffcat,000000003926.png,-10.75,2.1457672119140625e-05,0.3791281803426391,0.2811272740364074
WaveRep,pgd,samecat,000000003932.png,-12.4140625,4.0531158447265625e-06,0.2739816351158751,0.2527389228343963
WaveRep,pgd,diffcat,000000003932.png,-11.734375,7.987022399902344e-06,0.6175130618738683,0.5625909566879272
WaveRep,pgd,samecat,000000003935.png,-11.8125,7.390975952148437e-06,0.451927479301927,0.3465016782283783
WaveRep,pgd,diffcat,000000003935.png,8.765625,1.0,0.9302969329385024,0.9302897453308104
WaveRep,pgd,samecat,000000003938.png,-11.9296875,6.616115570068359e-06,0.3318864091144786,0.3614841103553772
WaveRep,pgd,diffcat,000000003938.png,-12.0703125,5.7220458984375e-06,0.7698095621820142,0.7811002731323242
WaveRep,pgd,samecat,000000003988.png,-12.2890625,4.589557647705078e-06,0.2049899535948401,0.1603330075740814
WaveRep,pgd,diffcat,000000003988.png,-11.7578125,7.808208465576172e-06,0.3218031961949175,0.3113249540328979
WaveRep,pgd,samecat,000000003992.png,-12.0703125,5.7220458984375e-06,0.992176463690466,0.9953235983848572
WaveRep,pgd,diffcat,000000003992.png,7.4765625,0.99951171875,0.9970399205648992,0.9981008768081664
WaveRep,pgd,samecat,000000003999.png,-11.1796875,1.3947486877441406e-05,0.3700691159681302,0.3279175460338592
WaveRep,pgd,diffcat,000000003999.png,-11.2734375,1.2695789337158205e-05,0.7624854871022895,0.7489808797836304
WaveRep,pgd,samecat,000000004032.png,-11.0703125,1.5556812286376953e-05,0.4646765997641937,0.4410487711429596
WaveRep,pgd,diffcat,000000004032.png,-11.921875,6.616115570068359e-06,0.4560736208940423,0.3270840346813202
